Source,Target,Type,id,weight,from,to
Cersei-Lannister,Gregor-Clegane,Undirected,886,21,116,259
Cersei-Lannister,Gyles-Rosby,Undirected,887,24,116,273
Cersei-Lannister,Harys-Swyft,Undirected,888,4,116,296
Cersei-Lannister,High-Septon-(Tyrions),Undirected,889,3,116,302
Cersei-Lannister,High-Sparrow,Undirected,890,35,116,303
Cersei-Lannister,Ilyn-Payne,Undirected,891,34,116,328
Cersei-Lannister,Jacelyn-Bywater,Undirected,892,4,116,331
Cersei-Lannister,Jaime-Lannister,Undirected,893,130,116,337
Cersei-Lannister,Jalabhar-Xho,Undirected,894,3,116,338
Cersei-Lannister,Janos-Slynt,Undirected,895,13,116,339
Cersei-Lannister,Jocelyn-Swyft,Undirected,896,13,116,354
Cersei-Lannister,Joffrey-Baratheon,Undirected,897,173,116,355
Cersei-Lannister,Jon-Arryn,Undirected,898,7,116,358
Cersei-Lannister,Jon-Snow,Undirected,899,7,116,361
Cersei-Lannister,Jory-Cassel,Undirected,900,5,116,369
Cersei-Lannister,Kevan-Lannister,Undirected,901,24,116,382
Cersei-Lannister,Lancel-Lannister,Undirected,902,38,116,394
Cersei-Lannister,Loras-Tyrell,Undirected,903,24,116,412
Cersei-Lannister,Lysa-Arryn,Undirected,904,9,116,427
Cersei-Lannister,Mace-Tyrell,Undirected,905,26,116,429
Cersei-Lannister,Maegor-I-Targaryen,Undirected,906,3,116,433
Cersei-Lannister,Maggy,Undirected,907,5,116,436
Cersei-Lannister,Mandon-Moore,Undirected,908,4,116,441
Cersei-Lannister,Margaery-Tyrell,Undirected,909,79,116,443
Cersei-Lannister,Mark-Mullendore,Undirected,910,3,116,447
Cersei-Lannister,Melara-Hetherspoon,Undirected,911,5,116,463
Cersei-Lannister,Meryn-Trant,Undirected,912,46,116,473
Cersei-Lannister,Moelle,Undirected,913,4,116,479
Cersei-Lannister,Moon-Boy,Undirected,914,5,116,482
Cersei-Lannister,Mordane,Undirected,915,3,116,485
Cersei-Lannister,Myrcella-Baratheon,Undirected,916,19,116,500
Cersei-Lannister,Oberyn-Martell,Undirected,917,9,116,511
Cersei-Lannister,Olenna-Redwyne,Undirected,918,11,116,514
Cersei-Lannister,Orton-Merryweather,Undirected,919,9,116,517
Cersei-Lannister,Osfryd-Kettleblack,Undirected,920,15,116,518
Cersei-Lannister,Osmund-Kettleblack,Undirected,921,37,116,520
Cersei-Lannister,Osney-Kettleblack,Undirected,922,30,116,521
Cersei-Lannister,Petyr-Baelish,Undirected,923,27,116,539
Cersei-Lannister,Polliver,Undirected,924,9,116,543
Cersei-Lannister,Preston-Greenfield,Undirected,925,3,116,550
Cersei-Lannister,Pycelle,Undirected,926,34,116,553
Cersei-Lannister,Qyburn,Undirected,927,30,116,568
Cersei-Lannister,Rafford,Undirected,928,16,116,569
Cersei-Lannister,Raynard,Undirected,929,3,116,582
Cersei-Lannister,Renly-Baratheon,Undirected,930,12,116,585
Cersei-Lannister,Rhaegar-Targaryen,Undirected,931,8,116,589
Cersei-Lannister,Robb-Stark,Undirected,932,15,116,601
Cersei-Lannister,Robert-Baratheon,Undirected,933,134,116,603
Cersei-Lannister,Robert-Strong,Undirected,934,4,116,604
Cersei-Lannister,Sandor-Clegane,Undirected,935,19,116,633
Cersei-Lannister,Sansa-Stark,Undirected,936,95,116,634
Cersei-Lannister,Scolera,Undirected,937,5,116,639
Cersei-Lannister,Senelle,Undirected,938,9,116,642
Cersei-Lannister,Shae,Undirected,939,9,116,645
Cersei-Lannister,Stannis-Baratheon,Undirected,940,42,116,668
Cersei-Lannister,Taena-of-Myr,Undirected,941,46,116,685
Cersei-Lannister,Tallad,Undirected,942,4,116,688
Cersei-Lannister,Tanda-Stokeworth,Undirected,943,3,116,689
Cersei-Lannister,Tickler,Undirected,944,11,116,701
Cersei-Lannister,Tommen-Baratheon,Undirected,945,111,116,711
Cersei-Lannister,Tyrion-Lannister,Undirected,946,209,116,727
Cersei-Lannister,Tywin-Lannister,Undirected,947,57,116,730
Cersei-Lannister,Unella,Undirected,948,13,116,734
Cersei-Lannister,Varys,Undirected,949,53,116,743
Cersei-Lannister,Vayon-Poole,Undirected,950,4,116,744
Cersei-Lannister,Vylarr,Undirected,951,3,116,748
Cersei-Lannister,Walder-Frey,Undirected,952,5,116,752
Cersei-Lannister,Willas-Tyrell,Undirected,953,5,116,770
Chataya,Tyrion-Lannister,Undirected,954,10,117,727
Chayle,Mikken,Undirected,955,4,118,475
Chella,Shae,Undirected,956,4,119,645
Chella,Tyrion-Lannister,Undirected,957,8,119,727
Chella,Varys,Undirected,958,4,119,743
Chett,Jeor-Mormont,Undirected,959,6,120,346
Chett,Jon-Snow,Undirected,960,9,120,361
Chett,Lark,Undirected,961,9,120,396
Chett,Qhorin-Halfhand,Undirected,962,3,120,560
Chett,Samwell-Tarly,Undirected,963,10,120,632
Chett,Small-Paul,Undirected,964,8,120,658
Chiggen,Tyrion-Lannister,Undirected,965,5,121,727
Chiggen,Willis-Wode,Undirected,966,3,121,773
Chiswyck,Dunsen,Undirected,967,3,122,186
Chiswyck,Gregor-Clegane,Undirected,968,4,122,259
Chiswyck,Ilyn-Payne,Undirected,969,3,122,328
Chiswyck,Joffrey-Baratheon,Undirected,970,3,122,355
Chiswyck,Meryn-Trant,Undirected,971,3,122,473
Chiswyck,Polliver,Undirected,972,4,122,543
Chiswyck,Rafford,Undirected,973,7,122,569
Chiswyck,Sandor-Clegane,Undirected,974,3,122,633
Chiswyck,Tickler,Undirected,975,5,122,701
Chiswyck,Weese,Undirected,976,6,122,762
Clayton-Suggs,Godry-Farring,Undirected,977,5,124,250
Clayton-Suggs,Stannis-Baratheon,Undirected,978,6,124,668
Clement-Piper,Jaime-Lannister,Undirected,979,3,125,337
Clement-Piper,Karyl-Vance,Undirected,980,4,125,376
Cleon,Daenerys-Targaryen,Undirected,981,13,126,149
Cleon,Ghael,Undirected,982,5,126,246
Cleon,Quentyn-Martell,Undirected,983,3,126,565
Cleos-Frey,Eddard-Stark,Undirected,984,3,127,190
Cleos-Frey,Jaime-Lannister,Undirected,985,32,127,337
Cleos-Frey,Robb-Stark,Undirected,986,11,127,601
Cleos-Frey,Tyrion-Lannister,Undirected,987,13,127,727
Cletus-Yronwood,Daenerys-Targaryen,Undirected,988,3,128,149
Cletus-Yronwood,Gerris-Drinkwater,Undirected,989,5,128,245
Cletus-Yronwood,Kedry,Undirected,990,3,128,378
Cletus-Yronwood,Quentyn-Martell,Undirected,991,7,128,565
Cley-Cerwyn,Donella-Hornwood,Undirected,992,3,129,176
Cley-Cerwyn,Rodrik-Cassel,Undirected,993,4,129,608
Clubfoot-Karl,Craster,Undirected,994,6,130,141
Clubfoot-Karl,Samwell-Tarly,Undirected,995,3,130,632
Clydas,Hobb,Undirected,996,6,131,305
Clydas,Jon-Snow,Undirected,997,30,131,361
Clydas,Mully,Undirected,998,4,131,491
Clydas,Samwell-Tarly,Undirected,999,9,131,632
Clydas,Stannis-Baratheon,Undirected,1000,3,131,668
Cohollo,Daenerys-Targaryen,Undirected,1001,7,132,149
Cohollo,Drogo,Undirected,1002,9,132,184
Cohollo,Haggo,Undirected,1003,7,132,276
Cohollo,Qotho,Undirected,1004,6,132,561
Coldhands,Gilly,Undirected,1005,3,133,247
Coldhands,Hodor,Undirected,1006,4,133,307
Coldhands,Meera-Reed,Undirected,1007,3,133,461
Colemon,Gretchel,Undirected,1008,5,134,261
Colemon,Maddy,Undirected,1009,5,134,431
Colemon,Petyr-Baelish,Undirected,1010,6,134,539
Colemon,Robert-Arryn,Undirected,1011,7,134,602
Colemon,Vardis-Egen,Undirected,1012,4,134,740
Colen-of-Greenpools,Renly-Baratheon,Undirected,1013,3,135,585
Conn,Coratt,Undirected,1014,5,136,137
Conn,Shagga,Undirected,1015,9,136,646
Conn,Tyrion-Lannister,Undirected,1016,6,136,727
Corliss-Penny,Stannis-Baratheon,Undirected,1017,3,138,668
Cortnay-Penrose,Davos-Seaworth,Undirected,1018,5,139,161
Cortnay-Penrose,Renly-Baratheon,Undirected,1019,3,139,585
Cortnay-Penrose,Stannis-Baratheon,Undirected,1020,18,139,668
Cortnay-Penrose,Tyrion-Lannister,Undirected,1021,3,139,727
Cortnay-Penrose,Varys,Undirected,1022,3,139,743
Cotter-Pyke,Denys-Mallister,Undirected,1023,18,140,164
Cotter-Pyke,Eddison-Tollett,Undirected,1024,3,140,191
Cotter-Pyke,Jon-Snow,Undirected,1025,14,140,361
Cotter-Pyke,Othell-Yarwyck,Undirected,1026,6,140,524
Cotter-Pyke,Pypar,Undirected,1027,3,140,556
Cotter-Pyke,Samwell-Tarly,Undirected,1028,10,140,632
Cotter-Pyke,Selyse-Florent,Undirected,1029,3,140,641
Cotter-Pyke,Stannis-Baratheon,Undirected,1030,5,140,668
Craster,Dirk,Undirected,1031,6,141,172
Craster,Dywen,Undirected,1032,7,141,188
Craster,Eddison-Tollett,Undirected,1033,6,141,191
Craster,Gilly,Undirected,1034,24,141,247
Craster,Grenn,Undirected,1035,3,141,260
Craster,Jeor-Mormont,Undirected,1036,30,141,346
Craster,Jojen-Reed,Undirected,1037,3,141,356
Craster,Jon-Snow,Undirected,1038,36,141,361
Craster,Mance-Rayder,Undirected,1039,10,141,440
Craster,Samwell-Tarly,Undirected,1040,48,141,632
Craster,Thoren-Smallwood,Undirected,1041,4,141,699
Craster,Tormund,Undirected,1042,3,141,716
Creighton-Longbough,Illifer,Undirected,1043,15,142,326
Creighton-Longbough,Shadrich,Undirected,1044,4,142,644
Cressen,Davos-Seaworth,Undirected,1045,14,143,161
Cressen,Melisandre,Undirected,1046,7,143,465
Cressen,Patchface,Undirected,1047,8,143,531
Cressen,Pylos,Undirected,1048,17,143,555
Cressen,Renly-Baratheon,Undirected,1049,4,143,585
Cressen,Robert-Baratheon,Undirected,1050,4,143,603
Cressen,Selyse-Florent,Undirected,1051,3,143,641
Cressen,Shireen-Baratheon,Undirected,1052,6,143,649
Cressen,Stannis-Baratheon,Undirected,1053,21,143,668
Cromm,Grimtongue,Undirected,1054,4,144,265
Cromm,Hagen,Undirected,1055,4,144,275
Cutjack,Gendry,Undirected,1056,3,145,238
Cutjack,Kurz,Undirected,1057,4,145,390
Cutjack,Tarber,Undirected,1058,3,145,691
Daario-Naharis,Daenerys-Targaryen,Undirected,1059,65,146,149
Daario-Naharis,Drogo,Undirected,1060,3,146,184
Daario-Naharis,Grey-Worm,Undirected,1061,6,146,262
Daario-Naharis,Groleo,Undirected,1062,4,146,267
Daario-Naharis,Hero,Undirected,1063,7,146,299
Daario-Naharis,Hizdahr-zo-Loraq,Undirected,1064,14,146,304
Daario-Naharis,Irri,Undirected,1065,10,146,330
Daario-Naharis,Jhiqui,Undirected,1066,5,146,351
Daario-Naharis,Jhogo,Undirected,1067,9,146,352
Daario-Naharis,Jorah-Mormont,Undirected,1068,10,146,367
Daario-Naharis,Missandei,Undirected,1069,4,146,478
Daario-Naharis,Prendahl-na-Ghezn,Undirected,1070,3,146,549
Daario-Naharis,Quentyn-Martell,Undirected,1071,5,146,565
Daario-Naharis,Rakharo,Undirected,1072,4,146,571
Daario-Naharis,Sallor,Undirected,1073,3,146,631
Daario-Naharis,Skahaz-mo-Kandaq,Undirected,1074,9,146,656
Dacey-Mormont,Maege-Mormont,Undirected,1075,3,147,432
Dacey-Mormont,Robb-Stark,Undirected,1076,3,147,601
Daemon-Sand,Doran-Martell,Undirected,1077,3,148,179
Daemon-Sand,Oberyn-Martell,Undirected,1078,3,148,511
Daenerys-Targaryen,Daeron-II-Targaryen,Undirected,1079,3,149,151
Daenerys-Targaryen,Doran-Martell,Undirected,1080,3,149,179
Daenerys-Targaryen,Doreah,Undirected,1081,18,149,181
Daenerys-Targaryen,Drogo,Undirected,1082,123,149,184
Daenerys-Targaryen,Eddard-Stark,Undirected,1083,5,149,190
Daenerys-Targaryen,Eroeh,Undirected,1084,8,149,209
Daenerys-Targaryen,Ezzara,Undirected,1085,3,149,213
Daenerys-Targaryen,Galazza-Galare,Undirected,1086,19,149,224
Daenerys-Targaryen,Gerris-Drinkwater,Undirected,1087,15,149,245
Daenerys-Targaryen,Ghael,Undirected,1088,8,149,246
Daenerys-Targaryen,Grey-Worm,Undirected,1089,25,149,262
Daenerys-Targaryen,Groleo,Undirected,1090,10,149,267
Daenerys-Targaryen,Haggo,Undirected,1091,12,149,276
Daenerys-Targaryen,Hero,Undirected,1092,5,149,299
Daenerys-Targaryen,Hizdahr-zo-Loraq,Undirected,1093,96,149,304
Daenerys-Targaryen,Illyrio-Mopatis,Undirected,1094,36,149,327
Daenerys-Targaryen,Irri,Undirected,1095,73,149,330
Daenerys-Targaryen,Jhiqui,Undirected,1096,65,149,351
Daenerys-Targaryen,Jhogo,Undirected,1097,39,149,352
Daenerys-Targaryen,Jon-Connington,Undirected,1098,6,149,359
Daenerys-Targaryen,Jorah-Mormont,Undirected,1099,161,149,367
Daenerys-Targaryen,Kraznys-mo-Nakloz,Undirected,1100,16,149,388
Daenerys-Targaryen,Lynesse-Hightower,Undirected,1101,3,149,425
Daenerys-Targaryen,Lysono-Maar,Undirected,1102,3,149,428
Daenerys-Targaryen,Mace-Tyrell,Undirected,1103,3,149,429
Daenerys-Targaryen,Marselen,Undirected,1104,3,149,451
Daenerys-Targaryen,Meris,Undirected,1105,6,149,469
Daenerys-Targaryen,Mero,Undirected,1106,5,149,470
Daenerys-Targaryen,Mezzara,Undirected,1107,4,149,474
Daenerys-Targaryen,Miklaz,Undirected,1108,3,149,476
Daenerys-Targaryen,Mirri-Maz-Duur,Undirected,1109,34,149,477
Daenerys-Targaryen,Missandei,Undirected,1110,63,149,478
Daenerys-Targaryen,Moqorro,Undirected,1111,3,149,483
Daenerys-Targaryen,Oznak-zo-Pahl,Undirected,1112,4,149,529
Daenerys-Targaryen,Penny,Undirected,1113,4,149,537
Daenerys-Targaryen,Pono,Undirected,1114,4,149,544
Daenerys-Targaryen,Pyat-Pree,Undirected,1115,14,149,552
Daenerys-Targaryen,Qavo-Nogarys,Undirected,1116,5,149,558
Daenerys-Targaryen,Qezza,Undirected,1117,6,149,559
Daenerys-Targaryen,Qotho,Undirected,1118,18,149,561
Daenerys-Targaryen,Quaithe,Undirected,1119,11,149,562
Daenerys-Targaryen,Quaro,Undirected,1120,5,149,563
Daenerys-Targaryen,Quentyn-Martell,Undirected,1121,58,149,565
Daenerys-Targaryen,Rakharo,Undirected,1122,22,149,571
Daenerys-Targaryen,Reznak-mo-Reznak,Undirected,1123,19,149,587
Daenerys-Targaryen,Rhaegar-Targaryen,Undirected,1124,27,149,589
Daenerys-Targaryen,Rhaegel-Targaryen,Undirected,1125,5,149,590
Daenerys-Targaryen,Robert-Baratheon,Undirected,1126,26,149,603
Daenerys-Targaryen,Skahaz-mo-Kandaq,Undirected,1127,33,149,656
Daenerys-Targaryen,Spotted-Cat,Undirected,1128,3,149,664
Daenerys-Targaryen,Symon-Stripeback,Undirected,1129,4,149,682
Daenerys-Targaryen,Tattered-Prince,Undirected,1130,4,149,692
Daenerys-Targaryen,Tyrion-Lannister,Undirected,1131,17,149,727
Daenerys-Targaryen,Varys,Undirected,1132,8,149,743
Daenerys-Targaryen,Victarion-Greyjoy,Undirected,1133,7,149,745
Daenerys-Targaryen,Viserys-Targaryen,Undirected,1134,55,149,747
Daenerys-Targaryen,Xaro-Xhoan-Daxos,Undirected,1135,29,149,784
Daenerys-Targaryen,Yurkhaz-zo-Yunzak,Undirected,1136,4,149,794
Daeron-I-Targaryen,Shireen-Baratheon,Undirected,1137,3,150,649
Dagmer,Rodrik-Cassel,Undirected,1138,3,152,608
Dagmer,Theon-Greyjoy,Undirected,1139,7,152,697
Dalbridge,Ebben,Undirected,1140,4,153,189
Dalbridge,Jon-Snow,Undirected,1141,4,153,361
Dalbridge,Qhorin-Halfhand,Undirected,1142,5,153,560
Dalla,Gilly,Undirected,1143,10,154,247
Dalla,Jon-Snow,Undirected,1144,6,154,361
Dalla,Mance-Rayder,Undirected,1145,15,154,440
Dalla,Melisandre,Undirected,1146,3,154,465
Dalla,Stannis-Baratheon,Undirected,1147,5,154,668
Dalla,Val,Undirected,1148,12,154,738
Damon-Dance-for-Me,Grunt,Undirected,1149,3,155,268
Damon-Dance-for-Me,Ramsay-Snow,Undirected,1150,7,155,574
Damon-Dance-for-Me,Skinner,Undirected,1151,7,155,657
Damon-Dance-for-Me,Sour-Alyn,Undirected,1152,4,155,662
Damon-Dance-for-Me,Theon-Greyjoy,Undirected,1153,5,155,697
Danwell-Frey,Hosteen-Frey,Undirected,1154,3,157,312
Danwell-Frey,Jared-Frey,Undirected,1155,3,157,341
Danwell-Frey,Walder-Frey,Undirected,1156,3,157,752
Dareon,Gilly,Undirected,1157,7,158,247
Dareon,Jon-Snow,Undirected,1158,6,158,361
Dareon,Lanna-(Happy-Port),Undirected,1159,4,158,395
Dareon,Samwell-Tarly,Undirected,1160,26,158,632
Daryn-Hornwood,Eddard-Stark,Undirected,1161,3,159,190
Daryn-Hornwood,Torrhen-Karstark,Undirected,1162,3,159,717
Daven-Lannister,Emmon-Frey,Undirected,1163,3,160,205
Daven-Lannister,Jaime-Lannister,Undirected,1164,12,160,337
Davos-Seaworth,Devan-Seaworth,Undirected,1165,9,161,168
Davos-Seaworth,Eddard-Stark,Undirected,1166,4,161,190
Davos-Seaworth,Edric-Storm,Undirected,1167,19,161,193
Davos-Seaworth,Garth-(Wolfs-Den),Undirected,1168,4,161,232
Davos-Seaworth,Godric-Borrell,Undirected,1169,9,161,249
Davos-Seaworth,Guncer-Sunglass,Undirected,1170,3,161,269
Davos-Seaworth,Imry-Florent,Undirected,1171,3,161,329
Davos-Seaworth,Joffrey-Baratheon,Undirected,1172,10,161,355
Davos-Seaworth,Khorane-Sathmantes,Undirected,1173,4,161,383
Davos-Seaworth,Lamprey,Undirected,1174,8,161,393
Davos-Seaworth,Leona-Woolfield,Undirected,1175,3,161,405
Davos-Seaworth,Marlon-Manderly,Undirected,1176,5,161,448
Davos-Seaworth,Matthos-Seaworth,Undirected,1177,3,161,459
Davos-Seaworth,Melisandre,Undirected,1178,64,161,465
Davos-Seaworth,Monford-Velaryon,Undirected,1179,3,161,481
Davos-Seaworth,Porridge,Undirected,1180,6,161,545
Davos-Seaworth,Pylos,Undirected,1181,24,161,555
Davos-Seaworth,Renly-Baratheon,Undirected,1182,6,161,585
Davos-Seaworth,Robb-Stark,Undirected,1183,3,161,601
Davos-Seaworth,Robett-Glover,Undirected,1184,4,161,605
Davos-Seaworth,Salladhor-Saan,Undirected,1185,41,161,630
Davos-Seaworth,Selyse-Florent,Undirected,1186,6,161,641
Davos-Seaworth,Shireen-Baratheon,Undirected,1187,9,161,649
Davos-Seaworth,Stannis-Baratheon,Undirected,1188,131,161,668
Davos-Seaworth,Sybell-Spicer,Undirected,1189,3,161,678
Davos-Seaworth,Wyman-Manderly,Undirected,1190,32,161,782
Denyo-Terys,Ternesio-Terys,Undirected,1191,3,162,693
Denys-Mallister,Eddison-Tollett,Undirected,1192,3,164,191
Denys-Mallister,Janos-Slynt,Undirected,1193,3,164,339
Denys-Mallister,Jon-Snow,Undirected,1194,4,164,361
Denys-Mallister,Othell-Yarwyck,Undirected,1195,4,164,524
Denys-Mallister,Pypar,Undirected,1196,4,164,556
Denys-Mallister,Samwell-Tarly,Undirected,1197,14,164,632
Denzo-Dhan,Meris,Undirected,1198,3,165,469
Desmond,Eddard-Stark,Undirected,1199,4,166,190
Desmond-Grell,Edmure-Tully,Undirected,1200,8,167,192
Desmond-Grell,Robb-Stark,Undirected,1201,4,167,601
Desmond-Grell,Utherydes-Wayn,Undirected,1202,9,167,737
Devan-Seaworth,Jon-Snow,Undirected,1203,5,168,361
Devan-Seaworth,Melisandre,Undirected,1204,4,168,465
Devan-Seaworth,Pylos,Undirected,1205,3,168,555
Devan-Seaworth,Renly-Baratheon,Undirected,1206,3,168,585
Devan-Seaworth,Stannis-Baratheon,Undirected,1207,31,168,668
Dick-Crabb,Eustace-Brune,Undirected,1208,3,169,212
Dick-Crabb,Jaime-Lannister,Undirected,1209,3,169,337
Dick-Crabb,Podrick-Payne,Undirected,1210,9,169,542
Dick-Crabb,Renly-Baratheon,Undirected,1211,3,169,585
Dick-Follard,Jon-Snow,Undirected,1212,3,170,361
Dick-Follard,Satin,Undirected,1213,5,170,636
Dick-Straw,Hugh-Hungerford,Undirected,1214,3,171,320
Dick-Straw,Tattered-Prince,Undirected,1215,4,171,692
Dirk,Samwell-Tarly,Undirected,1216,4,172,632
Dolf,Shagga,Undirected,1217,10,174,646
Donal-Noye,Jeor-Mormont,Undirected,1218,4,175,346
Donal-Noye,Jon-Snow,Undirected,1219,47,175,361
Donal-Noye,Mag-Mar-Tun-Doh-Weg,Undirected,1220,6,175,435
Donal-Noye,Mance-Rayder,Undirected,1221,3,175,440
Donal-Noye,Qhorin-Halfhand,Undirected,1222,6,175,560
Donal-Noye,Stannis-Baratheon,Undirected,1223,4,175,668
Donella-Hornwood,Leobald-Tallhart,Undirected,1224,3,176,404
Donella-Hornwood,Luwin,Undirected,1225,7,176,420
Donella-Hornwood,Mors-Umber,Undirected,1226,3,176,490
Donella-Hornwood,Ramsay-Snow,Undirected,1227,3,176,574
Donella-Hornwood,Rodrik-Cassel,Undirected,1228,4,176,608
Dontos-Hollard,Joffrey-Baratheon,Undirected,1229,22,178,355
Dontos-Hollard,Lothor-Brune,Undirected,1230,3,178,416
Dontos-Hollard,Moon-Boy,Undirected,1231,8,178,482
Dontos-Hollard,Petyr-Baelish,Undirected,1232,4,178,539
Dontos-Hollard,Sansa-Stark,Undirected,1233,39,178,634
Dontos-Hollard,Stannis-Baratheon,Undirected,1234,3,178,668
Dontos-Hollard,Tyrion-Lannister,Undirected,1235,14,178,727
Dontos-Hollard,Willas-Tyrell,Undirected,1236,3,178,770
Doran-Martell,Ellaria-Sand,Undirected,1237,3,179,200
Doran-Martell,Gregor-Clegane,Undirected,1238,11,179,259
Doran-Martell,Myrcella-Baratheon,Undirected,1239,15,179,500
Doran-Martell,Nymeria-Sand,Undirected,1240,7,179,509
Doran-Martell,Obara-Sand,Undirected,1241,12,179,510
Doran-Martell,Oberyn-Martell,Undirected,1242,14,179,511
Doran-Martell,Quentyn-Martell,Undirected,1243,4,179,565
Doran-Martell,Robert-Baratheon,Undirected,1244,3,179,603
Doran-Martell,Tyene-Sand,Undirected,1245,6,179,726
Doran-Martell,Tyrion-Lannister,Undirected,1246,13,179,727
Doran-Martell,Tywin-Lannister,Undirected,1247,4,179,730
Doran-Martell,Varys,Undirected,1248,4,179,743
Doran-Martell,Viserys-Targaryen,Undirected,1249,3,179,747
Dorcas,Jocelyn-Swyft,Undirected,1250,8,180,354
Dorcas,Margaery-Tyrell,Undirected,1251,3,180,443
Dorcas,Osney-Kettleblack,Undirected,1252,3,180,521
Dorcas,Qyburn,Undirected,1253,3,180,568
Dorcas,Taena-of-Myr,Undirected,1254,6,180,685
Doreah,Drogo,Undirected,1255,5,181,184
Doreah,Irri,Undirected,1256,14,181,330
Doreah,Jhiqui,Undirected,1257,11,181,351
Doreah,Jorah-Mormont,Undirected,1258,3,181,367
Doreah,Viserys-Targaryen,Undirected,1259,3,181,747
Draqaz,Miklaz,Undirected,1260,3,182,476
Drennan,Squint,Undirected,1261,3,183,665
Drennan,Theon-Greyjoy,Undirected,1262,3,183,697
Drogo,Haggo,Undirected,1263,9,184,276
Drogo,Illyrio-Mopatis,Undirected,1264,16,184,327
Drogo,Irri,Undirected,1265,12,184,330
Drogo,Jhiqui,Undirected,1266,5,184,351
Drogo,Jhogo,Undirected,1267,7,184,352
Drogo,Jommo,Undirected,1268,3,184,357
Drogo,Jorah-Mormont,Undirected,1269,28,184,367
Drogo,Mirri-Maz-Duur,Undirected,1270,12,184,477
Drogo,Ogo,Undirected,1271,11,184,512
Drogo,Pono,Undirected,1272,4,184,544
Drogo,Qotho,Undirected,1273,13,184,561
Drogo,Quaro,Undirected,1274,3,184,563
Drogo,Rakharo,Undirected,1275,4,184,571
Drogo,Rhaego,Undirected,1276,5,184,591
Drogo,Robert-Baratheon,Undirected,1277,3,184,603
Drogo,Viserys-Targaryen,Undirected,1278,26,184,747
Dryn,Tormund,Undirected,1279,3,185,716
Dunsen,Gregor-Clegane,Undirected,1280,21,186,259
Dunsen,Ilyn-Payne,Undirected,1281,16,186,328
Dunsen,Joffrey-Baratheon,Undirected,1282,9,186,355
Dunsen,Meryn-Trant,Undirected,1283,16,186,473
Dunsen,Polliver,Undirected,1284,16,186,543
Dunsen,Rafford,Undirected,1285,23,186,569
Dunsen,Sandor-Clegane,Undirected,1286,10,186,633
Dunsen,Tickler,Undirected,1287,12,186,701
Dunsen,Weese,Undirected,1288,3,186,762
Dunstan-Drumm,Rodrik-Harlaw,Undirected,1289,3,187,609
Dunstan-Drumm,Victarion-Greyjoy,Undirected,1290,3,187,745
Dywen,Eddison-Tollett,Undirected,1291,5,188,191
Dywen,Grenn,Undirected,1292,12,188,260
Dywen,Jeor-Mormont,Undirected,1293,4,188,346
Dywen,Jon-Snow,Undirected,1294,13,188,361
Dywen,Samwell-Tarly,Undirected,1295,6,188,632
Ebben,Jon-Snow,Undirected,1296,10,189,361
Ebben,Qhorin-Halfhand,Undirected,1297,8,189,560
Ebben,Stonesnake,Undirected,1298,4,189,674
Eddard-Stark,Edmure-Tully,Undirected,1299,3,190,192
Eddard-Stark,Galbart-Glover,Undirected,1300,4,190,225
Eddard-Stark,Gendry,Undirected,1301,3,190,238
Eddard-Stark,Gerold-Hightower,Undirected,1302,3,190,243
Eddard-Stark,Gregor-Clegane,Undirected,1303,13,190,259
Eddard-Stark,Harwin,Undirected,1304,5,190,294
Eddard-Stark,High-Septon-(fat_one),Undirected,1305,4,190,301
Eddard-Stark,Howland-Reed,Undirected,1306,3,190,318
Eddard-Stark,Ilyn-Payne,Undirected,1307,11,190,328
Eddard-Stark,Jacks,Undirected,1308,4,190,334
Eddard-Stark,Jaime-Lannister,Undirected,1309,33,190,337
Eddard-Stark,Janos-Slynt,Undirected,1310,11,190,339
Eddard-Stark,Joffrey-Baratheon,Undirected,1311,41,190,355
Eddard-Stark,Jon-Arryn,Undirected,1312,51,190,358
Eddard-Stark,Jon-Snow,Undirected,1313,65,190,361
Eddard-Stark,Jory-Cassel,Undirected,1314,32,190,369
Eddard-Stark,Joss,Undirected,1315,5,190,372
Eddard-Stark,Loras-Tyrell,Undirected,1316,12,190,412
Eddard-Stark,Luwin,Undirected,1317,19,190,420
Eddard-Stark,Lyanna-Stark,Undirected,1318,19,190,422
Eddard-Stark,Lysa-Arryn,Undirected,1319,12,190,427
Eddard-Stark,Maron-Greyjoy,Undirected,1320,3,190,449
Eddard-Stark,Marq-Piper,Undirected,1321,3,190,450
Eddard-Stark,Mordane,Undirected,1322,11,190,485
Eddard-Stark,Mycah,Undirected,1323,3,190,496
Eddard-Stark,Petyr-Baelish,Undirected,1324,85,190,539
Eddard-Stark,Porther,Undirected,1325,4,190,546
Eddard-Stark,Pycelle,Undirected,1326,36,190,553
Eddard-Stark,Ramsay-Snow,Undirected,1327,4,190,574
Eddard-Stark,Raymun-Darry,Undirected,1328,4,190,579
Eddard-Stark,Renly-Baratheon,Undirected,1329,38,190,585
Eddard-Stark,Rhaegar-Targaryen,Undirected,1330,10,190,589
Eddard-Stark,Rickard-Karstark,Undirected,1331,4,190,597
Eddard-Stark,Rickon-Stark,Undirected,1332,15,190,599
Eddard-Stark,Robb-Stark,Undirected,1333,46,190,601
Eddard-Stark,Robert-Baratheon,Undirected,1334,334,190,603
Eddard-Stark,Rodrik-Cassel,Undirected,1335,7,190,608
Eddard-Stark,Roose-Bolton,Undirected,1336,5,190,618
